A_New_Hope,  seg_Dur ,     4310,     3856,     3006,     2349,     1748,     1044,      744,      553,      369,      231
       143,    4.000 ,  2565137,  2245315,  1653569,  1222997,   910135,   515820,   366346,   272543,   179987,   116308
       144,    4.000 ,  2312988,  1982862,  1475277,  1073326,   822538,   431105,   301254,   220956,   148503,    94720
       145,    4.000 ,  1591963,  1422780,  1087120,   845840,   638037,   384840,   274880,   202874,   139486,    82824
       146,    4.000 ,   814961,   752954,   690966,   546229,   470423,   313525,   222296,   169101,   121626,    77147
       147,    4.000 ,  1178881,  1079429,   960222,   779607,   640741,   421897,   309640,   236298,   170991,   108465
       148,    4.000 ,  1266336,  1157873,   997301,   806495,   665938,   426006,   320675,   242515,   177155,   113834
       149,    4.000 ,  1636505,  1499613,  1269376,  1038872,   821183,   536107,   403626,   308397,   216771,   132886
       150,    4.000 ,  2099041,  1919035,  1510055,  1239748,   950300,   606692,   465305,   363842,   253663,   162985
       151,    4.000 ,  1523165,  1361922,  1089307,   852996,   636257,   402341,   298734,   224160,   153925,    97462
       152,    4.000 ,  1661042,  1484208,  1180795,   923740,   676117,   411871,   292066,   218374,   141248,    87596
       153,    4.000 ,  2142273,  1938978,  1518874,  1228110,   913899,   585210,   450909,   348666,   234306,   149258
       154,    4.000 ,  1457303,  1284109,  1052607,   790445,   615994,   358247,   266372,   194465,   134255,    89439
       155,    4.000 ,  1513781,  1326750,  1072900,   795405,   599540,   346765,   257662,   186481,   124054,    79898
       156,    4.000 ,  2176071,  1946115,  1456728,  1143032,   825996,   519849,   374872,   288841,   200145,   130534
       157,    4.000 ,  2247883,  2042193,  1538596,  1254742,   937544,   603339,   429720,   333838,   234405,   149968
       158,    4.000 ,  2716159,  2457655,  1943461,  1559075,  1120955,   721772,   501758,   380000,   260869,   159710
       159,    4.000 ,  1876125,  1668232,  1351566,  1046979,   793618,   465156,   334821,   246021,   165793,   105624
       160,    4.000 ,  1627330,  1428808,  1145697,   861784,   649454,   358120,   254577,   182113,   118671,    74167
       161,    4.000 ,  1852400,  1640404,  1279871,   985176,   731448,   427641,   307478,   225300,   149876,    92714
       162,    4.000 ,  2618115,  2358031,  1837394,  1454563,  1090904,   666494,   477346,   362299,   246873,   160440
       163,    4.000 ,  1858495,  1649511,  1289399,   972693,   711782,   410283,   283952,   206719,   136748,    83005
       164,    4.000 ,  2644938,  2386485,  1899227,  1504966,  1081803,   654089,   473152,   356389,   233771,   147587
       165,    4.000 ,  2333969,  2100164,  1662070,  1322664,   962136,   595043,   426855,   319930,   212448,   130616
       166,    4.000 ,  2005369,  1783828,  1414690,  1108647,   846766,   507608,   360731,   265987,   177942,   109234
       167,    4.000 ,  2057170,  1836462,  1435441,  1131642,   849001,   508961,   358666,   267148,   175311,   110525
       168,    4.000 ,  1856561,  1642858,  1275217,   982549,   748711,   434341,   286688,   208456,   129922,    77023
       169,    4.000 ,  2103442,  1857891,  1430086,  1091084,   813130,   457984,   324073,   239724,   159184,    97472
       170,    4.000 ,  1539627,  1313707,  1035597,   733359,   610978,   283086,   178759,   118094,    73948,    43165
       171,    4.000 ,  1776244,  1553650,  1212294,   897447,   695658,   355830,   233739,   165304,   104649,    62900
       172,    4.000 ,  1759619,  1534481,  1157433,   838501,   669031,   316278,   201657,   134186,    80378,    46818
       173,    4.000 ,  2366218,  2133103,  1630233,  1278069,   909570,   532859,   372889,   275710,   176300,   110018
       174,    4.000 ,  2492312,  2221434,  1677754,  1321452,   907355,   559987,   397322,   292108,   204444,   128173
       175,    4.000 ,  3246524,  2930970,  1957712,  1551253,  1018945,   599820,   413426,   308301,   193398,   121475
       176,    4.000 ,  2073317,  1858933,  1515201,  1186789,   879128,   519217,   365240,   264898,   173810,   104078
       177,    4.000 ,  1896149,  1707759,  1348591,  1066537,   787862,   461323,   321443,   241395,   162668,   100788
       178,    4.000 ,  2134729,  1936124,  1587046,  1264524,   965573,   594921,   431626,   320401,   216362,   134296
       179,    4.000 ,  2352613,  2100418,  1525250,  1191469,   832768,   486714,   333415,   245277,   156692,    98169
       180,    4.000 ,  2602228,  2355521,  1795268,  1425420,  1016270,   644068,   463701,   352927,   237317,   151142
       181,    4.000 ,  1863546,  1614672,  1274617,   932827,   698724,   372732,   255772,   178563,   119930,    71382
       182,    4.000 ,  1914431,  1717679,  1395817,  1095554,   856465,   494686,   355498,   262254,   171359,   107743
       183,    4.000 ,  2017988,  1829389,  1506788,  1209883,   918512,   566380,   415847,   316035,   215292,   136668
       184,    4.000 ,  1754402,  1553792,  1282484,   979129,   740071,   421223,   281274,   203269,   134856,    81494
       185,    4.000 ,  2163300,  1963841,  1553841,  1255599,   953883,   608928,   444185,   339836,   233112,   144961
       186,    4.000 ,  2612107,  2369740,  1811823,  1468277,  1114530,   721242,   528047,   406840,   283717,   182749
       187,    4.000 ,  1764975,  1553297,  1170564,   897170,   700207,   395703,   284430,   203199,   128972,    80954
       188,    4.000 ,  2000586,  1784937,  1355691,  1058926,   778650,   467135,   333254,   250386,   168210,   108575
       189,    4.000 ,  2759587,  2519932,  1916472,  1565436,  1174337,   771091,   578209,   445483,   298270,   192900
       190,    4.000 ,  2215383,  1983287,  1608342,  1259307,   940021,   559115,   394804,   292234,   189743,   118254
       191,    4.000 ,  1962716,  1748627,  1393460,  1062377,   794218,   446908,   308460,   227442,   148202,    93654
       192,    4.000 ,  2678613,  2430221,  1895963,  1524141,  1119354,   720960,   527363,   403764,   277681,   176245
       193,    4.000 ,  2537981,  2302420,  1774778,  1427695,  1083475,   688399,   520630,   402593,   276909,   180586
       194,    4.000 ,  1845969,  1633250,  1292188,   992145,   751659,   439730,   312377,   228874,   147411,    90426
       195,    4.000 ,  1592253,  1411935,  1154251,   895688,   690420,   416828,   294540,   221823,   157151,    97386
